4540,400,0.5775330396475771,-3.0502202643171805,0.535,7.3625,154.2277224999998,389.0351165627832
9116,800,0.5756118881118881,-2.888986013986014,0.47,6.9925,202.57104499998604,296.19238030787733
13477,1200,0.6074294886493924,-2.7821600550332493,0.4975,7.37,204.70298000000184,293.1076040026357
17884,1600,0.6176537326979805,-2.54095756750624,0.605,8.1925,210.65072249999503,284.8316838789927
22202,2000,0.6137100509495137,-2.7603056970819826,0.505,7.46,332.52341749999687,180.43841979941328
26468,2400,0.6345522737927801,-2.5253164556962027,0.5725,8.075,999.5212774999891,60.02873710710041
30732,2800,0.6322701688555347,-2.49953095684803,0.57,7.8825,1000.1372449999867,59.99176643001711
34888,3200,0.6590471607314725,-2.3315688161693937,0.57,8.0575,1000.0856999999995,59.99485844063167
39074,3600,0.6459627329192547,-2.427615862398471,0.54,7.9525,999.7775924999954,60.01334741856627
43090,4000,0.6645916334661355,-2.3500996015936253,0.4775,7.2175,1000.2206600000133,59.98676332080483
47111,4400,0.684406863964188,-2.067893558816215,0.65,8.87,999.9561324999923,60.00263216546698
51155,4800,0.6604846686449061,-2.249010880316518,0.51,7.5175,1000.076939999999,59.99538395515855
55067,5200,0.6947852760736196,-2.056237218813906,0.62,8.6025,1000.1255100000161,59.99247034504603
58791,5600,0.7223415682062299,-1.8735230934479055,0.53,7.71,999.6547449999896,60.020722454531665
62568,6000,0.715647339158062,-1.9732592004236167,0.5325,7.79,999.8430175000057,60.009420428842134
66342,6400,0.7231054583995761,-1.803656597774245,0.575,8.1,1000.2378275000048,59.985733742907975
70092,6800,0.7418666666666667,-1.5125333333333333,0.6975,9.3475,999.838922500005,60.00966620700816
73767,7200,0.7355102040816327,-1.7749659863945577,0.5225,7.585,999.9203674999997,60.004778330510426
77379,7600,0.7475083056478405,-1.591638981173865,0.5675,7.985,1000.336829999995,59.97979700497512
81105,8000,0.7538915727321525,-1.48040794417606,0.65,9.0775,999.8012600000039,60.0119267703261
84690,8400,0.7623430962343096,-1.5350069735006973,0.6175,8.5275,999.9032375000021,60.005806311833126
