actions, games, valid_actions, av_reward, av_kills, av_points, av_game_time, games_per_min
141297,8400,0.7058969276511398,-1.412784935579782,0.69,9.5775,470.00698249999897,127.65767793673179
145261,8800,0.722502522704339,-1.25882946518668,0.69,9.4075,972.0622874999931,61.72443964914175
149252,9200,0.7301428213480331,-1.1974442495615134,0.7825,10.6375,1002.9504700000165,59.823492579846956
152996,9600,0.7556089743589743,-1.0665064102564104,0.6925,9.46,1000.1625500000035,59.99024858509228
156791,10000,0.7660079051383399,-0.9399209486166008,0.7275,9.9725,999.3996374999919,60.036043389099675
160395,10400,0.7971698113207547,-0.7358490566037735,0.71,9.5975,762.1939474999998,78.72012129826052
164022,10800,0.8017645437000276,-0.6311000827129859,0.8075,10.4625,1002.519059999995,59.8492361831009
167531,11200,0.8184667996580223,-0.47420917640353377,0.7525,10.32,1002.4167374999892,59.85534534233638
170883,11600,0.8499403341288783,-0.2538782816229117,0.745,10.375,999.9901124999998,60.00059325586583
174259,12000,0.856931279620853,-0.21445497630331753,0.81,10.83,1002.383612499996,59.85732333588029
177640,12400,0.8745933155871044,-0.024548950014788525,0.855,11.5925,1000.0315724999923,59.99810570980794
181077,12800,0.8856560954320628,0.007564736688972942,0.96,12.4425,1000.2458400000073,59.98525322534664
184346,13200,0.9235240134597736,0.3603548485775466,0.9375,12.2725,999.6483549999865,60.021106121863035
187589,13600,0.9290780141843972,0.39531298180696883,0.915,12.2175,1000.2653174999962,59.98408517248248
190822,14000,0.9245283018867925,0.3312712650788741,0.945,12.4725,1002.49401000001,59.850731676690415
194149,14400,0.9194469492034866,0.3946498346859032,1.0075,13.11,999.9606650000345,60.002360192836115
197383,14800,0.9329004329004329,0.4517625231910946,0.9375,12.745,999.8475350000103,60.00914929494663
200653,15200,0.9207951070336391,0.40611620795107034,0.985,13.15,1000.3000774999941,59.98200075116994
204017,15600,0.928359096313912,0.423602853745541,1.045,13.6525,999.7058674999793,60.01765314236414
207362,16000,0.9285500747384156,0.39730941704035877,0.985,12.8275,1000.2838100000005,59.98297623151571
210761,16400,0.9332156516622536,0.549573403942336,1.12,14.615,999.9205299999797,60.00476857896019
214203,16800,0.9171993027309704,0.35444509006391633,1.08,13.9675,999.9773450000072,60.00135933079521
217714,17200,0.9085730561093706,0.3449159783537454,1.145,14.66,1002.4304525000136,59.85452641663356
221079,17600,0.9343239227340268,0.5426448736998514,1.035,13.79,1000.0735925000114,59.99558477492677
224456,18000,0.9333728161089725,0.5167308261770802,1.1175,14.31,1000.1929300000099,59.98842643288771
227824,18400,0.9281472684085511,0.5273159144893111,1.07,14.1125,1000.050042500007,59.99699760024717
231278,18800,0.9244354371742907,0.44643891140706427,1.1025,14.4675,1002.089264999996,59.87490545565343
234808,19200,0.9348441926345609,0.5895184135977337,1.265,16,999.991682500001,60.00049905415082
238246,19600,0.935718440954043,0.6122745782431647,1.1475,15.065,999.9278924999805,60.004326761993156
