actions, games, valid_actions, av_reward, av_kills, av_points, av_game_time, games_per_min
3725829,378000,0.9618980832164563,1.3076203833567088,2.2475,27.13,208.87378499999642,287.254812756905
3730123,378400,0.9643688868188169,1.2971588262692129,2.2675,27.4725,210.16882500000298,285.4847763458693
3734427,378800,0.9721189591078067,1.3701208178438662,2.2825,27.8525,206.041647499986,291.20326268020193
3738544,379200,0.9662375516152538,1.2266213262084043,2.0475,25.1475,196.62561000000684,305.14844938051516
3742901,379600,0.9511131512508607,1.1689235712646315,2.205,27.0575,208.02910499997438,288.4211802959369
3747227,380000,0.9687933425797504,1.3049006010171058,2.315,27.8675,207.72009750001132,288.8502399244095
3751441,380400,0.9705742762221168,1.3457522543901281,2.2075,26.855,202.476032499969,296.33136949188884
3755479,380800,0.9687964338781575,1.2256067360079248,1.925,23.7675,195.60193249996752,306.74543565672576
3759736,381200,0.9574817946910971,1.2428940568475453,2.2275,26.955,205.35481500003488,292.1772250628251
3763827,381600,0.9638230261549743,1.2300171107308726,2.02,24.665,198.61563000001013,302.09102878759813
3768114,382000,0.9657102869139258,1.2834149755073478,2.2275,27.01,208.46230750001968,287.82181642115006
3772437,382400,0.9696969696969697,1.3051121906083738,2.3075,28.05,211.5096174999699,283.6750437601663
3776792,382800,0.9715269804822043,1.3862227324913892,2.35,28.6025,212.36200500003994,282.53641700166054
3781192,383200,0.9706818181818182,1.3565909090909092,2.35,28.8175,212.64829500000923,282.1560360970559
3785308,383600,0.9715743440233237,1.3221574344023324,2.13,25.89,195.95326749999077,306.1954555057513
3789474,384000,0.971435429668747,1.3691790686509842,2.22,26.715,199.83219250001014,300.25192262251215
3793698,384400,0.9656723484848485,1.3127367424242424,2.2075,26.69,202.90852749999613,295.6997457881663
3797887,384800,0.9584626402482693,1.173072332298878,2.115,25.65,200.78747499998659,298.8234201361614
3802193,385200,0.9702740362285184,1.3450998606595448,2.285,27.525,206.9324525000155,289.9496878093372
3806392,385600,0.9673731840914503,1.262443438914027,2.1725,26.5225,202.74039000000803,295.94497672613545
