actions, games, valid_actions, av_reward, av_kills, av_points, av_game_time, games_per_min
648450,33200,0.9527590313616514,1.653963212915178,5.54,58.2225,1049.9443174999767,57.14588764370481
656084,33600,0.952056588944197,1.6824731464500917,5.7575,59.9625,1053.0210875000153,56.978915913684524
663863,34000,0.9487080601619745,1.6308008741483482,5.8975,61.735,1054.9634499999881,56.874008289102974
671929,34400,0.9480535581453012,1.6335234316885694,6.0875,64.0275,1153.9794350000004,51.993994156403645
679914,34800,0.9421415153412649,1.6012523481527865,6.0225,63.5575,1145.6071400000621,52.373975252979605
688065,35200,0.949331370384002,1.6502269660164397,6.16,65.28,1150.1367174999975,52.167711096485476
695957,35600,0.9476685250886974,1.643816523061328,5.9725,62.825,1079.8038825000542,55.56564573659698
703803,36000,0.9555187356614836,1.7267397399949018,5.9225,62.815,1067.6312299999595,56.199180310604326
711707,36400,0.9521761133603239,1.666244939271255,5.8375,62.13,1080.3018649999983,55.54003185952113
719780,36800,0.9457450761798588,1.6184813576117925,5.9625,63.575,1114.8531650000252,53.818746614939776
728093,37200,0.9507999518825935,1.6552387826296162,6.195,66.1125,1164.7804625000617,51.51185303298888
736295,37600,0.9372104364789076,1.5558400390148743,6.0825,64.44,1133.486727500055,52.93401196883189
745067,38000,0.9497264021887825,1.6842225262197903,6.805,72.24,1256.6371724999697,47.746478707641
753656,38400,0.9474909768308302,1.6419839329374781,6.5675,69.6,1223.4147300000116,49.04305835846805
762091,38800,0.9446354475400118,1.6439834024896265,6.37,67.59,1204.0756125000305,49.83075761780574
770439,39200,0.9420220412074748,1.6085289889793963,6.2925,66.6175,1201.2074800000153,49.94973890771912
778533,39600,0.9472448727452434,1.6209537929330369,6.01,63.71,1098.5412375000305,54.617885930748535
786804,40000,0.9497037843066135,1.6553016563897958,6.1825,65.63,1120.088620000016,53.56719006751372
795233,40400,0.9481551785502432,1.6513228140941987,6.255,66.7525,1164.8703999999912,51.50787589761097
803970,40800,0.9447178665445806,1.6436992102552364,6.545,69.8125,1176.8716749999858,50.98261881440959
812918,41200,0.9523915958873491,1.74407688869021,6.975,74.5875,1240.3908249999956,48.37185086402119
821275,41600,0.9429221012324998,1.6495153763312194,6.35,67.57,1176.6186500000208,50.99358233017889
829976,42000,0.9541432019308126,1.7503735202850248,6.7125,71.94,1228.4444200000166,48.84225856958118
838637,42400,0.9478120309433091,1.6636647038448216,6.56,70.425,1235.574902500026,48.560390696345294
847338,42800,0.9450637857717503,1.6167107229054132,6.6175,70.2575,1219.195170000028,49.21279338729551
855886,43200,0.9415067852129153,1.574520355638746,6.3275,67.77,1190.6192749999836,50.39394310158537
864936,43600,0.9511602209944752,1.6805524861878454,7.1075,75.13,1232.299434999954,48.68946482962742
873617,44000,0.9481626540721115,1.653496140997581,6.6375,70.535,1139.9024474999867,52.636083141667875
881948,44400,0.9485055815628376,1.6517824990997478,6.2575,66.7925,1117.402667500004,53.695952001116716
890637,44800,0.9362412245367706,1.5715272183220164,6.6,70.045,1136.8869650000147,52.775695251285796
899004,45200,0.9457392135771483,1.6488586112107086,6.305,67.36,1117.0890175000393,53.71102844988617
907637,45600,0.9572570369512337,1.743542221707402,6.6125,70.5325,1125.976139999982,53.28709718484883
916486,46000,0.9495988247259577,1.6805288733190191,6.7825,72.1275,1132.7534700000285,52.96827737812932
924797,46400,0.9452532787871496,1.6824690169654675,6.27,66.6125,1042.2770224999822,57.56626952792776
932970,46800,0.9502018842530283,1.7596965618499938,6.1975,65.9425,1095.3071350000425,54.779155620124456
941280,47200,0.9509025270758122,1.770517448856799,6.35,67.3375,1047.391272500027,57.28518231470986
949482,47600,0.9431845891246038,1.6742257985857107,6.1075,64.94,1051.8486474999972,57.0424272946552
957775,48000,0.9486313758591584,1.7466538044133606,6.28,66.8525,1068.2954725000263,56.16423690309941
966051,48400,0.9268970517158047,1.5389076848719188,6.0575,64.32,1060.4058024999686,56.58211211080371
974192,48800,0.9479179461982558,1.7207959710109324,6.15,65.3875,1052.0703724999353,57.03040553972419
982064,49200,0.9493140243902439,1.6941056910569106,5.835,61.8725,1052.9616399999895,56.98213279640519
990230,49600,0.9457506735243694,1.621479304433015,6.035,64.3925,1145.2548625000193,52.39008535534508
998761,50000,0.9424451998593365,1.4596178642597586,6.3125,67.6225,1251.934532500021,47.9258287413675
